FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.629	3234	12	0	4628844	4632077	3061347	3064580	0.0	5906
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.507	3245	16	0	452534	455778	3064594	3061350	0.0	5904
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.507	3245	16	0	5060583	5063827	3797707	3794463	0.0	5904
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.621	3335	30	14	5285536	5288865	2247513	2250836	0.0	5890
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.621	3335	30	14	4246746	4250069	3286303	3289632	0.0	5890
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.506	3238	15	1	1275472	1278709	3794471	3797707	0.0	5890
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.506	3238	15	1	452542	455778	4617401	4620638	0.0	5890
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.444	3239	17	1	452542	455779	2632851	2629613	0.0	5880
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.444	3239	16	2	452542	455778	3019775	3016537	0.0	5880
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.444	3239	17	1	4628846	4632084	3797708	3794471	0.0	5880
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.444	3239	16	2	5015770	5019008	3797707	3794471	0.0	5880
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.902	3066	3	0	4629012	4632077	2247771	2250836	0.0	5646
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.902	3066	3	0	4247004	4250069	2629779	2632844	0.0	5646
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.804	3067	5	1	5015935	5019001	2247771	2250836	0.0	5629
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.804	3067	5	1	4247004	4250069	3016702	3019768	0.0	5629
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.250	4493	455	24	670540	675018	3211995	3207517	0.0	5596
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.250	4493	455	24	5206750	5211228	4016947	4012469	0.0	5596
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.576	3066	13	0	1275479	1278544	2250836	2247771	0.0	5590
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.576	3066	13	0	1275479	1278544	3156565	3153500	0.0	5590
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.576	3066	13	0	5152733	5155798	4620473	4617408	0.0	5590
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.576	3066	13	0	4247004	4250069	4620473	4617408	0.0	5590
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.383	3080	19	0	452534	455613	3156579	3153500	0.0	5583
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.383	3080	19	0	5152733	5155812	3797542	3794463	0.0	5583
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.511	3066	15	0	5152733	5155798	2629779	2632844	0.0	5579
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.511	3066	15	0	4629012	4632077	3153500	3156565	0.0	5579
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.318	3080	21	0	452534	455613	2250850	2247771	0.0	5572
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.318	3080	21	0	4247004	4250083	3797542	3794463	0.0	5572
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.413	3067	17	1	5152733	5155798	3016702	3019768	0.0	5563
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.413	3066	18	0	5285800	5288865	3061515	3064580	0.0	5563
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.413	3067	17	1	5015935	5019001	3153500	3156565	0.0	5563
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.349	3073	19	1	452542	455613	3289639	3286567	0.0	5563
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.413	3066	18	0	5060748	5063813	3286567	3289632	0.0	5563
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.349	3073	19	1	5285800	5288872	3797542	3794471	0.0	5563
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.894	2803	30	1	1758858	1761659	5093618	5096420	0.0	5003
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.894	2803	30	1	1751689	1754491	5100787	5103588	0.0	5003
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.795	1953	4	0	802115	804067	1265689	1263737	0.0	3585
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.493	1971	10	0	3262970	3264940	4145996	4144026	0.0	3585
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.436	1950	11	0	5289037	5290986	3064838	3066787	0.0	3541
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.436	1950	11	0	5064071	5066020	3289804	3291753	0.0	3541
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.576	1889	7	1	450620	452507	2634917	2633029	0.0	3443
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.576	1889	7	1	4632262	4634150	3794436	3792549	0.0	3443
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.558	1942	25	3	4632262	4634202	2251105	2253044	0.0	3428
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.314	1895	13	0	5019186	5021080	2251105	2252999	0.0	3428
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.557	1941	27	1	4250338	4252277	2633029	2634969	0.0	3428
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.314	1895	13	0	4250338	4252232	3019953	3021847	0.0	3428
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.312	1889	12	1	450620	452507	2252993	2251105	0.0	3415
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.312	1889	12	1	4250338	4252226	3794436	3792549	0.0	3415
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.206	1889	14	1	450620	452507	3021841	3019953	0.0	3404
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.206	1889	14	1	5019186	5021074	3794436	3792549	0.0	3404
FSBL1386_chromosome00001	FSFC1386_chromosome00001	97.214	1974	41	13	1273328	1275293	3158802	3156835	0.0	3328
FSBL1386_chromosome00001	FSFC1386_chromosome00001	97.214	1974	41	13	5156068	5158035	4617222	4615257	0.0	3328
FSBL1386_chromosome00001	FSFC1386_chromosome00001	96.816	1947	44	9	1273348	1275293	3066781	3064852	0.0	3236
FSBL1386_chromosome00001	FSFC1386_chromosome00001	96.816	1947	44	9	5064085	5066014	4617222	4615277	0.0	3236
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.110	1797	16	0	1273497	1275293	2252902	2251106	0.0	3230
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.164	1794	15	0	1273497	1275290	3792640	3794433	0.0	3230
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.110	1797	16	0	4250339	4252135	4617222	4615426	0.0	3230
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.164	1794	15	0	450711	452504	4615426	4617219	0.0	3230
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.785	1811	18	4	5156067	5157877	2633029	2634835	0.0	3219
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.785	1811	18	4	4632262	4634068	3156834	3158644	0.0	3219
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.730	1811	18	5	450702	452507	3158644	3156834	0.0	3212
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.730	1811	18	5	5156067	5157877	3794436	3792631	0.0	3212
FSBL1386_chromosome00001	FSFC1386_chromosome00001	96.206	1977	44	22	5289050	5291001	3156834	3158804	0.0	3206
FSBL1386_chromosome00001	FSFC1386_chromosome00001	96.204	1976	46	20	5156067	5158037	3289817	3291768	0.0	3206
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.564	1811	22	4	5156067	5157877	3019953	3021759	0.0	3197
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.564	1811	22	4	5019186	5020992	3156834	3158644	0.0	3197
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.455	1812	23	3	5064071	5065878	3019940	3021750	0.0	3186
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.455	1812	23	3	5019173	5020983	3064838	3066645	0.0	3186
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.234	1812	27	3	5064071	5065878	2633016	2634826	0.0	3164
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.234	1812	27	3	4632249	4634059	3064838	3066645	0.0	3164
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.444	1799	22	4	450711	452507	3291611	3289817	0.0	3162
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.444	1799	22	4	5289050	5290844	3794436	3792640	0.0	3162
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.281	1803	25	4	450711	452512	3066645	3064848	0.0	3153
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.281	1803	25	4	5064081	5065878	3794441	3792640	0.0	3153
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.332	1799	25	3	5289050	5290844	2251105	2252902	0.0	3151
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.332	1799	25	3	4250338	4252135	3289817	3291611	0.0	3151
FSBL1386_chromosome00001	FSFC1386_chromosome00001	79.897	3870	731	40	2440953	2444800	112799	108955	0.0	2793
FSBL1386_chromosome00001	FSFC1386_chromosome00001	79.948	3855	726	40	2108203	2112032	445552	441720	0.0	2793
FSBL1386_chromosome00001	FSFC1386_chromosome00001	95.678	1504	55	9	50095	51592	2654915	2656414	0.0	2409
FSBL1386_chromosome00001	FSFC1386_chromosome00001	95.681	1505	53	11	4654148	4655647	3392024	3393521	0.0	2409
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1223	0	0	4683369	4684591	1137990	1139212	0.0	2259
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.837	1230	1	1	1065744	1066972	2671103	2672332	0.0	2259
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1223	0	0	3137223	3138445	2684136	2685358	0.0	2259
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.837	1230	1	1	4670336	4671565	4407673	4408901	0.0	2259
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1221	0	0	1065752	1066972	1137990	1139210	0.0	2255
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1221	0	0	4670345	4671565	1137990	1139210	0.0	2255
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1221	0	0	3137223	3138443	2671112	2672332	0.0	2255
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1221	0	0	4683369	4684589	2671112	2672332	0.0	2255
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1221	0	0	1065752	1066972	2684136	2685356	0.0	2255
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1221	0	0	4670345	4671565	2684136	2685356	0.0	2255
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1221	0	0	3137223	3138443	4407681	4408901	0.0	2255
FSBL1386_chromosome00001	FSFC1386_chromosome00001	100.000	1221	0	0	4683369	4684589	4407681	4408901	0.0	2255
FSBL1386_chromosome00001	FSFC1386_chromosome00001	77.249	3947	818	74	5257445	5261353	459191	463095	0.0	2241
FSBL1386_chromosome00001	FSFC1386_chromosome00001	77.260	3949	814	78	2458424	2462328	3258212	3262120	0.0	2241
FSBL1386_chromosome00001	FSFC1386_chromosome00001	81.523	2679	471	22	677288	679954	2691748	2689082	0.0	2183
FSBL1386_chromosome00001	FSFC1386_chromosome00001	81.552	2667	474	16	4688324	4690981	4021874	4019217	0.0	2183
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.650	1185	16	0	423442	424626	3057156	3055972	0.0	2100
FSBL1386_chromosome00001	FSFC1386_chromosome00001	98.650	1185	16	0	5055205	5056389	3766555	3765371	0.0	2100
FSBL1386_chromosome00001	FSFC1386_chromosome00001	87.348	1644	195	12	2825037	2826673	794903	793266	0.0	1871
FSBL1386_chromosome00001	FSFC1386_chromosome00001	87.273	1650	197	12	2792499	2794142	827440	825798	0.0	1871
FSBL1386_chromosome00001	FSFC1386_chromosome00001	77.238	3295	616	111	3468201	3471426	759578	756349	0.0	1807
FSBL1386_chromosome00001	FSFC1386_chromosome00001	77.266	3299	608	116	2755582	2758811	1472193	1468968	0.0	1807
FSBL1386_chromosome00001	FSFC1386_chromosome00001	87.222	1573	199	2	839864	841435	1949786	1948215	0.0	1790
FSBL1386_chromosome00001	FSFC1386_chromosome00001	87.222	1573	199	2	3947448	3949019	4183364	4181793	0.0	1790
FSBL1386_chromosome00001	FSFC1386_chromosome00001	76.457	2986	650	46	456956	459913	2018040	2015080	0.0	1570
FSBL1386_chromosome00001	FSFC1386_chromosome00001	76.457	2986	650	46	4014313	4017273	3801842	3798885	0.0	1570
FSBL1386_chromosome00001	FSFC1386_chromosome00001	79.156	1943	387	13	5225751	5227684	1165103	1167036	0.0	1328
FSBL1386_chromosome00001	FSFC1386_chromosome00001	79.156	1943	387	13	3164336	3166269	3226518	3228451	0.0	1328
FSBL1386_chromosome00001	FSFC1386_chromosome00001	76.398	2576	538	61	3873455	3875995	1631055	1633595	0.0	1325
FSBL1386_chromosome00001	FSFC1386_chromosome00001	76.398	2576	538	59	3630288	3632828	1874222	1876762	0.0	1325
FSBL1386_chromosome00001	FSFC1386_chromosome00001	83.439	1256	208	0	1692140	1693395	5026315	5025060	0.0	1168
FSBL1386_chromosome00001	FSFC1386_chromosome00001	83.520	1250	206	0	1683137	1684386	5035318	5034069	0.0	1168
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.846	721	63	3	2983158	2983876	969671	970390	0.0	963
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.846	721	63	3	2968904	2969623	983925	984643	0.0	963
FSBL1386_chromosome00001	FSFC1386_chromosome00001	80.630	1239	219	19	2444984	2446213	108765	107539	0.0	939
FSBL1386_chromosome00001	FSFC1386_chromosome00001	80.596	1242	220	19	2106772	2108001	446980	445748	0.0	939
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.514	555	36	0	4874222	4874776	2874868	2875422	0.0	826
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.514	555	36	0	4874101	4874655	2874989	2875543	0.0	826
FSBL1386_chromosome00001	FSFC1386_chromosome00001	80.604	1026	171	20	2058508	2059521	58202	59211	0.0	767
FSBL1386_chromosome00001	FSFC1386_chromosome00001	80.604	1026	171	19	2057435	2058444	59275	60288	0.0	767
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.672	536	47	2	2352149	2352681	352811	353346	0.0	710
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.672	536	47	2	2352044	2352579	352916	353448	0.0	710
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.092	545	54	0	2523609	2524153	524221	524765	0.0	708
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.092	545	54	0	2523454	2523998	524376	524920	0.0	708
FSBL1386_chromosome00001	FSFC1386_chromosome00001	95.381	433	20	0	4874343	4874775	2874868	2875300	0.0	689
FSBL1386_chromosome00001	FSFC1386_chromosome00001	95.381	433	20	0	4874101	4874533	2875110	2875542	0.0	689
FSBL1386_chromosome00001	FSFC1386_chromosome00001	78.912	1029	201	16	959794	960814	3980638	3979618	0.0	684
FSBL1386_chromosome00001	FSFC1386_chromosome00001	78.912	1029	201	16	637689	638709	4302743	4301723	0.0	684
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.071	504	38	7	4178019	4178519	1850405	1850904	0.0	675
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.071	504	38	7	3849638	3850137	2178786	2179286	0.0	675
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.605	479	43	2	3477972	3478449	1478667	1479144	2.87e-178	634
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.605	479	43	2	3477900	3478377	1478739	1479216	2.87e-178	634
FSBL1386_chromosome00001	FSFC1386_chromosome00001	76.910	1152	238	24	1105153	1106290	3394123	3395260	1.33e-176	628
FSBL1386_chromosome00001	FSFC1386_chromosome00001	76.910	1152	238	24	52194	53331	4447082	4448219	1.33e-176	628
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.130	345	3	0	1453534	1453878	1663335	1663679	2.23e-174	621
FSBL1386_chromosome00001	FSFC1386_chromosome00001	99.130	345	3	0	3662568	3662912	4795463	4795807	2.23e-174	621
FSBL1386_chromosome00001	FSFC1386_chromosome00001	86.387	573	71	5	4610661	4611230	2611132	2611700	8.03e-174	619
FSBL1386_chromosome00001	FSFC1386_chromosome00001	86.482	577	63	9	4610365	4610933	2611428	2611997	8.03e-174	619
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.672	512	44	9	4178019	4178519	1918997	1919505	1.34e-171	612
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.672	512	44	9	3918230	3918738	2178786	2179286	1.34e-171	612
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.434	396	25	1	74323	74718	796727	797121	8.14e-164	586
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.247	502	43	13	4178139	4178631	796798	797292	8.14e-164	586
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.247	502	43	13	2796031	2796525	2178906	2179398	8.14e-164	586
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.434	396	25	1	2795960	2796354	3416252	3416647	8.14e-164	586
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.218	473	42	8	3918271	3918739	796711	797178	1.05e-162	582
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.218	473	42	8	2795944	2796411	1919038	1919506	1.05e-162	582
FSBL1386_chromosome00001	FSFC1386_chromosome00001	92.500	400	30	0	3942760	3943159	1943386	1943785	6.34e-160	573
FSBL1386_chromosome00001	FSFC1386_chromosome00001	92.500	400	30	0	3942619	3943018	1943527	1943926	6.34e-160	573
FSBL1386_chromosome00001	FSFC1386_chromosome00001	75.765	1209	249	42	4961623	4962809	924071	922885	8.20e-159	569
FSBL1386_chromosome00001	FSFC1386_chromosome00001	75.765	1209	249	41	2922118	2923304	2963576	2962390	8.20e-159	569
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.421	380	25	0	3849758	3850137	796798	797177	3.81e-157	564
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.421	380	25	0	2796031	2796410	1850525	1850904	3.81e-157	564
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.872	406	28	4	4717560	4717962	1919393	1918990	1.37e-156	562
FSBL1386_chromosome00001	FSFC1386_chromosome00001	92.231	399	28	3	3918230	3918626	2718724	2718327	1.37e-156	562
FSBL1386_chromosome00001	FSFC1386_chromosome00001	92.564	390	29	0	2523764	2524153	524221	524610	4.93e-156	560
FSBL1386_chromosome00001	FSFC1386_chromosome00001	92.564	390	29	0	2523454	2523843	524531	524920	4.93e-156	560
FSBL1386_chromosome00001	FSFC1386_chromosome00001	75.862	1131	253	13	4579943	4581063	1804059	1802939	1.77e-155	558
FSBL1386_chromosome00001	FSFC1386_chromosome00001	75.911	1125	251	14	3802178	3803292	2581824	2580710	1.77e-155	558
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.241	411	30	5	4717550	4717957	1104215	1104622	2.30e-154	555
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.241	411	30	5	3103448	3103855	2718317	2718724	2.30e-154	555
FSBL1386_chromosome00001	FSFC1386_chromosome00001	85.768	534	57	16	3918210	3918738	1850385	1850904	3.84e-152	547
FSBL1386_chromosome00001	FSFC1386_chromosome00001	85.768	534	57	16	3849618	3850137	1918977	1919505	3.84e-152	547
FSBL1386_chromosome00001	FSFC1386_chromosome00001	92.593	378	28	0	3478044	3478421	1478667	1479044	4.97e-151	544
FSBL1386_chromosome00001	FSFC1386_chromosome00001	92.593	378	28	0	3477900	3478277	1478811	1479188	4.97e-151	544
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.000	400	33	3	3918228	3918625	1104624	1104226	8.32e-149	536
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.000	400	33	3	3103459	3103857	1919392	1918995	8.32e-149	536
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.024	411	38	3	4886121	4886529	2886763	2887172	1.39e-146	529
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.024	411	38	3	4885996	4886405	2886888	2887296	1.39e-146	529
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.710	386	22	9	3918226	3918606	1890009	1890389	5.00e-146	527
FSBL1386_chromosome00001	FSFC1386_chromosome00001	91.710	386	22	9	3889242	3889622	1918993	1919373	5.00e-146	527
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.479	434	47	2	2352251	2352681	352811	353244	2.33e-144	521
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.479	434	47	2	2352044	2352477	353018	353448	2.33e-144	521
FSBL1386_chromosome00001	FSFC1386_chromosome00001	85.400	500	61	8	3889244	3889734	1104624	1104128	1.81e-140	508
FSBL1386_chromosome00001	FSFC1386_chromosome00001	85.400	500	61	8	3103361	3103857	1890501	1890011	1.81e-140	508
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.409	406	35	8	74266	74667	1104622	1104221	2.34e-139	505
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.409	406	35	8	3103454	3103855	3416596	3416195	2.34e-139	505
FSBL1386_chromosome00001	FSFC1386_chromosome00001	86.652	457	52	8	74266	74718	1918997	1919448	3.92e-137	497
FSBL1386_chromosome00001	FSFC1386_chromosome00001	86.652	457	52	8	3918230	3918681	3416195	3416647	3.92e-137	497
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.617	329	19	2	2439124	2439451	439772	440099	6.57e-135	490
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.617	329	19	2	2439005	2439332	439891	440218	6.57e-135	490
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.136	405	28	12	3889242	3889642	1850401	1850793	6.57e-135	490
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.136	405	28	12	3849634	3850026	1890009	1890409	6.57e-135	490
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.642	405	38	7	74263	74663	2718727	2718327	8.49e-134	486
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.642	405	38	7	4717560	4717960	3416592	3416192	8.49e-134	486
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.231	390	38	4	74275	74663	1890023	1890409	3.05e-133	484
FSBL1386_chromosome00001	FSFC1386_chromosome00001	89.231	390	38	4	3889256	3889642	3416204	3416592	3.05e-133	484
FSBL1386_chromosome00001	FSFC1386_chromosome00001	86.986	438	45	9	4177961	4178387	1104681	1104245	1.10e-132	483
FSBL1386_chromosome00001	FSFC1386_chromosome00001	86.275	459	46	10	74266	74720	1850405	1850850	1.10e-132	483
FSBL1386_chromosome00001	FSFC1386_chromosome00001	86.986	438	45	9	3103478	3103914	2179154	2178728	1.10e-132	483
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.519	324	21	0	74395	74718	2178906	2179229	1.10e-132	483
FSBL1386_chromosome00001	FSFC1386_chromosome00001	86.275	459	46	10	3849638	3850083	3416195	3416649	1.10e-132	483
FSBL1386_chromosome00001	FSFC1386_chromosome00001	93.519	324	21	0	4178139	4178462	3416324	3416647	1.10e-132	483
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.670	406	30	14	4717550	4717948	1890419	1890023	3.95e-132	481
FSBL1386_chromosome00001	FSFC1386_chromosome00001	83.658	514	80	4	1403716	1404227	2016433	2015922	3.95e-132	481
FSBL1386_chromosome00001	FSFC1386_chromosome00001	88.509	409	31	14	3889256	3889655	2718715	2718314	3.95e-132	481
FSBL1386_chromosome00001	FSFC1386_chromosome00001	83.658	514	80	4	4015161	4015672	4746150	4745639	3.95e-132	481
FSBL1386_chromosome00001	FSFC1386_chromosome00001	75.163	1071	236	24	4080463	4081518	535023	533968	5.11e-131	477
FSBL1386_chromosome00001	FSFC1386_chromosome00001	75.140	1070	238	21	2533201	2534256	2082285	2081230	5.11e-131	477
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.331	362	35	0	4347711	4348072	2348310	2348671	1.84e-130	475
FSBL1386_chromosome00001	FSFC1386_chromosome00001	90.331	362	35	0	4347543	4347904	2348478	2348839	1.84e-130	475
